sales_document,sales_item,document_date,posting_date,company_code,sales_org,distribution_channel,division,plant,customer_id,product_id,quantity,uom,net_price_usd,discount_pct,net_value_usd,tax_rate,gross_value_usd,currency,status
7000002936,828,2025-06-10,2025-06-12,US00,US01,20,2,USC1,C00067,P00008,5,EA,7.1,0.0,35.5,0.05,37.28,USD,Open
7000002937,829,2024-09-11,2024-09-11,US00,US01,10,2,USW1,C00019,P00009,8,EA,3.2,0.07,23.81,0.07,25.48,USD,Billed
7000002937,830,2025-08-26,2025-08-26,US00,US01,10,1,USC1,C00068,P00010,6,EA,11.67,0.09,63.72,0.065,67.86,USD,Open
7000002937,831,2025-05-24,2025-05-25,US00,US01,20,2,USW1,C00008,P00012,5,EA,11.35,0.14,48.8,0.05,51.24,USD,Open
7000002938,832,2025-08-28,2025-08-30,US00,US01,10,1,USW1,C00043,P00001,6,EA,6.55,0.0,39.3,0.07,42.05,USD,Billed
7000002938,833,2025-04-07,2025-04-11,US00,US01,20,1,USC1,C00041,P00005,6,EA,8.36,0.07,46.65,0.08,50.38,USD,Billed
7000002938,834,2024-07-17,2024-07-20,US00,US01,10,1,USW1,C00051,P00015,4,EA,11.16,0.09,40.62,0.08,43.87,USD,Billed
7000002939,835,2024-09-27,2024-09-30,US00,US01,20,2,USW1,C00035,P00003,1,EA,11.02,0.05,10.47,0.065,11.15,USD,Billed
7000002939,836,2025-07-11,2025-07-14,US00,US01,20,1,USE1,C00046,P00014,12,EA,7.66,0.11,81.81,0.05,85.9,USD,Delivered
7000002939,837,2024-03-04,2024-03-07,US00,US01,20,1,USC1,C00041,P00012,4,EA,11.35,0.07,42.22,0.08,45.6,USD,Open
7000002940,838,2024-08-17,2024-08-19,US00,US01,20,1,USW1,C00066,P00004,3,EA,3.99,0.1,10.77,0.065,11.47,USD,Open
7000002940,839,2024-09-05,2024-09-06,US00,US01,10,2,USC1,C00070,P00003,6,EA,11.02,0.05,62.81,0.07,67.21,USD,Billed
7000002940,840,2024-09-02,2024-09-04,US00,US01,20,2,USE1,C00058,P00007,15,EA,6.82,0.06,96.16,0.07,102.89,USD,Billed
7000002941,841,2025-08-09,2025-08-10,US00,US01,20,2,USE1,C00050,P00013,5,EA,10.86,0.18,44.53,0.05,46.76,USD,Billed
7000002941,842,2024-06-05,2024-06-09,US00,US01,10,2,USW1,C00064,P00006,4,EA,4.57,0.04,17.55,0.07,18.78,USD,Billed
7000002941,843,2025-07-17,2025-07-21,US00,US01,10,2,USW1,C00008,P00003,3,EA,11.02,0.13,28.76,0.05,30.2,USD,Delivered
7000002942,844,2024-03-28,2024-04-01,US00,US01,20,2,USE1,C00066,P00014,20,EA,7.66,0.08,140.94,0.065,150.1,USD,Open
7000002942,845,2024-11-08,2024-11-12,US00,US01,20,2,USW1,C00067,P00013,20,EA,10.86,0.09,197.65,0.065,210.5,USD,Open
7000002942,846,2024-03-06,2024-03-06,US00,US01,10,1,USE1,C00043,P00013,10,EA,10.86,0.0,108.6,0.07,116.2,USD,Open
7000002943,847,2024-01-20,2024-01-21,US00,US01,20,2,USE1,C00061,P00002,12,EA,1.57,0.07,17.52,0.05,18.4,USD,Billed
7000002943,848,2024-02-02,2024-02-02,US00,US01,10,1,USC1,C00058,P00011,4,EA,9.57,0.12,33.69,0.07,36.05,USD,Delivered
7000002943,849,2025-07-11,2025-07-11,US00,US01,20,2,USW1,C00021,P00011,20,EA,9.57,0.17,158.86,0.08,171.57,USD,Billed
7000002944,850,2024-03-13,2024-03-15,US00,US01,20,2,USW1,C00073,P00002,10,EA,1.57,0.11,13.97,0.065,14.88,USD,Open
7000002944,851,2024-12-08,2024-12-12,US00,US01,20,2,USW1,C00023,P00005,15,EA,8.36,0.12,110.35,0.08,119.18,USD,Delivered
7000002944,852,2024-05-12,2024-05-15,US00,US01,10,2,USC1,C00034,P00002,3,EA,1.57,0.15,4.0,0.05,4.2,USD,Delivered
7000002945,853,2024-02-24,2024-02-27,US00,US01,10,2,USW1,C00066,P00005,1,EA,8.36,0.13,7.27,0.09,7.92,USD,Delivered
7000002945,854,2024-03-01,2024-03-03,US00,US01,10,2,USC1,C00046,P00015,2,EA,11.16,0.08,20.53,0.07,21.97,USD,Open
7000002945,855,2025-06-03,2025-06-07,US00,US01,10,2,USW1,C00022,P00010,3,EA,11.67,0.0,35.01,0.065,37.29,USD,Billed
7000002946,856,2024-09-28,2024-09-29,US00,US01,20,2,USW1,C00043,P00003,1,EA,11.02,0.05,10.47,0.07,11.2,USD,Open
7000002946,857,2024-09-02,2024-09-04,US00,US01,10,1,USC1,C00065,P00007,1,EA,6.82,0.1,6.14,0.065,6.54,USD,Delivered
7000002946,858,2024-06-24,2024-06-26,US00,US01,10,2,USE1,C00060,P00009,5,EA,3.2,0.01,15.84,0.08,17.11,USD,Open
7000002947,859,2025-09-19,2025-09-20,US00,US01,20,1,USC1,C00031,P00010,6,EA,11.67,0.12,61.62,0.09,67.17,USD,Open
7000002947,860,2024-11-12,2024-11-12,US00,US01,10,2,USC1,C00009,P00006,15,EA,4.57,0.05,65.12,0.07,69.68,USD,Delivered
7000002947,861,2024-05-10,2024-05-12,US00,US01,10,1,USC1,C00035,P00011,3,EA,9.57,0.12,25.26,0.065,26.9,USD,Delivered
7000002948,862,2024-04-11,2024-04-14,US00,US01,20,2,USW1,C00060,P00005,1,EA,8.36,0.06,7.86,0.065,8.37,USD,Billed
7000002948,863,2024-11-05,2024-11-09,US00,US01,10,2,USC1,C00036,P00005,1,EA,8.36,0.1,7.52,0.05,7.9,USD,Billed
7000002948,864,2024-10-18,2024-10-18,US00,US01,20,1,USC1,C00039,P00013,8,EA,10.86,0.08,79.93,0.08,86.32,USD,Delivered
7000002949,865,2025-05-09,2025-05-11,US00,US01,10,2,USC1,C00058,P00012,10,EA,11.35,0.16,95.34,0.08,102.97,USD,Billed
7000002949,866,2024-12-26,2024-12-28,US00,US01,20,2,USW1,C00063,P00001,5,EA,6.55,0.0,32.75,0.065,34.88,USD,Billed
7000002949,867,2024-12-03,2024-12-06,US00,US01,20,2,USE1,C00015,P00013,12,EA,10.86,0.11,115.98,0.07,124.1,USD,Open
7000002950,868,2025-08-01,2025-08-01,US00,US01,20,2,USE1,C00069,P00015,4,EA,11.16,0.1,40.18,0.05,42.19,USD,Open
7000002950,869,2024-01-10,2024-01-10,US00,US01,20,1,USW1,C00021,P00011,5,EA,9.57,0.06,44.98,0.05,47.23,USD,Open
7000002950,870,2024-02-18,2024-02-21,US00,US01,20,1,USE1,C00011,P00011,12,EA,9.57,0.1,103.36,0.065,110.08,USD,Open
7000002951,871,2025-05-01,2025-05-04,US00,US01,10,1,USW1,C00003,P00005,6,EA,8.36,0.09,45.65,0.065,48.62,USD,Open
7000002951,872,2025-09-14,2025-09-15,US00,US01,20,1,USW1,C00054,P00014,3,EA,7.66,0.11,20.45,0.05,21.47,USD,Delivered
7000002951,873,2024-11-16,2024-11-16,US00,US01,20,2,USW1,C00051,P00011,5,EA,9.57,0.12,42.11,0.09,45.9,USD,Billed
7000002952,874,2025-07-22,2025-07-25,US00,US01,10,1,USW1,C00010,P00009,20,EA,3.2,0.06,60.16,0.09,65.57,USD,Open
7000002952,875,2025-09-16,2025-09-16,US00,US01,10,2,USW1,C00073,P00014,3,EA,7.66,0.13,19.99,0.065,21.29,USD,Open
7000002952,876,2024-05-12,2024-05-15,US00,US01,20,1,USC1,C00071,P00014,1,EA,7.66,0.13,6.66,0.08,7.19,USD,Open
7000002953,877,2025-08-05,2025-08-07,US00,US01,20,1,USC1,C00014,P00013,1,EA,10.86,0.06,10.21,0.08,11.03,USD,Open
7000002953,878,2024-03-23,2024-03-23,US00,US01,20,2,USC1,C00067,P00011,6,EA,9.57,0.03,55.7,0.09,60.71,USD,Billed
7000002953,879,2024-02-26,2024-02-28,US00,US01,20,1,USE1,C00043,P00006,3,EA,4.57,0.13,11.93,0.08,12.88,USD,Open
7000002954,880,2025-01-10,2025-01-10,US00,US01,10,1,USC1,C00020,P00015,1,EA,11.16,0.09,10.16,0.09,11.07,USD,Billed
7000002954,881,2024-12-14,2024-12-17,US00,US01,10,2,USE1,C00038,P00004,15,EA,3.99,0.09,54.46,0.05,57.18,USD,Open
7000002954,882,2024-09-27,2024-09-27,US00,US01,10,2,USW1,C00044,P00009,1,EA,3.2,0.08,2.94,0.07,3.15,USD,Billed
7000002955,883,2025-04-27,2025-04-30,US00,US01,20,1,USE1,C00009,P00015,1,EA,11.16,0.11,9.93,0.07,10.63,USD,Billed
7000002955,884,2024-04-20,2024-04-21,US00,US01,20,1,USW1,C00072,P00010,3,EA,11.67,0.14,30.11,0.05,31.62,USD,Billed
7000002955,885,2024-03-16,2024-03-18,US00,US01,20,1,USW1,C00078,P00010,3,EA,11.67,0.11,31.16,0.05,32.72,USD,Open
7000002956,886,2024-06-06,2024-06-08,US00,US01,10,1,USE1,C00061,P00013,2,EA,10.86,0.12,19.11,0.08,20.64,USD,Billed
7000002956,887,2025-06-15,2025-06-15,US00,US01,20,1,USC1,C00051,P00014,3,EA,7.66,0.09,20.91,0.07,22.37,USD,Billed
7000002956,888,2025-10-04,2025-10-06,US00,US01,20,1,USW1,C00025,P00003,4,EA,11.02,0.11,39.23,0.08,42.37,USD,Open
7000002957,889,2024-11-24,2024-11-24,US00,US01,20,1,USE1,C00002,P00011,2,EA,9.57,0.05,18.18,0.065,19.36,USD,Delivered
7000002957,890,2024-05-01,2024-05-03,US00,US01,10,1,USE1,C00023,P00004,3,EA,3.99,0.09,10.89,0.05,11.43,USD,Open
7000002957,891,2024-02-10,2024-02-12,US00,US01,20,2,USC1,C00039,P00012,20,EA,11.35,0.13,197.49,0.08,213.29,USD,Billed
7000002958,892,2024-06-15,2024-06-19,US00,US01,20,2,USW1,C00038,P00007,8,EA,6.82,0.11,48.56,0.09,52.93,USD,Billed
7000002958,893,2025-10-03,2025-10-05,US00,US01,20,1,USW1,C00030,P00001,15,EA,6.55,0.01,97.27,0.05,102.13,USD,Open
7000002958,894,2024-01-23,2024-01-25,US00,US01,20,1,USE1,C00069,P00015,3,EA,11.16,0.11,29.8,0.065,31.74,USD,Billed
7000002959,895,2024-10-05,2024-10-05,US00,US01,10,2,USW1,C00009,P00006,20,EA,4.57,0.1,82.26,0.07,88.02,USD,Open
7000002959,896,2025-04-13,2025-04-14,US00,US01,20,2,USC1,C00050,P00006,3,EA,4.57,0.07,12.75,0.065,13.58,USD,Delivered
7000002959,897,2025-02-03,2025-02-03,US00,US01,20,2,USE1,C00066,P00004,15,EA,3.99,0.08,55.06,0.065,58.64,USD,Open
7000002960,898,2024-01-09,2024-01-11,US00,US01,20,1,USE1,C00039,P00012,4,EA,11.35,0.17,37.68,0.07,40.32,USD,Delivered
7000002960,899,2024-01-13,2024-01-13,US00,US01,10,2,USW1,C00052,P00014,3,EA,7.66,0.11,20.45,0.065,21.78,USD,Billed
7000002960,900,2024-02-21,2024-02-22,US00,US01,10,2,USC1,C00073,P00009,5,EA,3.2,0.07,14.88,0.065,15.85,USD,Billed
7000002961,901,2024-07-27,2024-07-28,US00,US01,20,1,USC1,C00036,P00015,2,EA,11.16,0.09,20.31,0.065,21.63,USD,Delivered
7000002961,902,2025-07-03,2025-07-05,US00,US01,10,1,USW1,C00018,P00011,3,EA,9.57,0.04,27.56,0.05,28.94,USD,Open
7000002961,903,2025-09-03,2025-09-03,US00,US01,20,1,USW1,C00034,P00003,6,EA,11.02,0.05,62.81,0.065,66.89,USD,Delivered
7000002962,904,2025-02-05,2025-02-05,US00,US01,10,1,USC1,C00062,P00002,4,EA,1.57,0.1,5.65,0.09,6.16,USD,Delivered
7000002962,905,2024-07-09,2024-07-09,US00,US01,20,1,USE1,C00027,P00003,5,EA,11.02,0.04,52.9,0.09,57.66,USD,Billed
7000002962,906,2024-02-20,2024-02-22,US00,US01,10,1,USC1,C00018,P00010,1,EA,11.67,0.05,11.09,0.05,11.64,USD,Delivered
7000002963,907,2025-01-27,2025-01-30,US00,US01,10,1,USE1,C00079,P00010,3,EA,11.67,0.13,30.46,0.09,33.2,USD,Open
7000002963,908,2025-10-14,2025-10-14,US00,US01,20,2,USW1,C00001,P00015,15,EA,11.16,0.03,162.38,0.07,173.75,USD,Open
7000002963,909,2025-09-12,2025-09-13,US00,US01,10,2,USC1,C00011,P00003,2,EA,11.02,0.01,21.82,0.08,23.57,USD,Billed
7000002964,910,2024-10-26,2024-10-26,US00,US01,20,1,USE1,C00031,P00008,6,EA,7.1,0.02,41.75,0.05,43.84,USD,Open
7000002964,911,2025-09-13,2025-09-15,US00,US01,10,1,USC1,C00035,P00007,8,EA,6.82,0.08,50.2,0.08,54.22,USD,Billed
7000002964,912,2024-07-14,2024-07-14,US00,US01,10,1,USW1,C00016,P00005,10,EA,8.36,0.11,74.4,0.07,79.61,USD,Billed
7000002965,913,2025-02-20,2025-02-21,US00,US01,20,1,USE1,C00046,P00009,4,EA,3.2,0.12,11.26,0.08,12.16,USD,Billed
7000002965,914,2025-02-23,2025-02-23,US00,US01,20,2,USC1,C00014,P00010,1,EA,11.67,0.06,10.97,0.05,11.52,USD,Open
7000002965,915,2025-10-01,2025-10-04,US00,US01,10,1,USC1,C00080,P00011,2,EA,9.57,0.06,17.99,0.09,19.61,USD,Open
7000002966,916,2025-09-08,2025-09-08,US00,US01,20,1,USC1,C00077,P00013,12,EA,10.86,0.12,114.68,0.05,120.41,USD,Billed
7000002966,917,2025-06-05,2025-06-06,US00,US01,20,1,USW1,C00031,P00002,6,EA,1.57,0.16,7.91,0.08,8.54,USD,Delivered
7000002966,918,2024-12-21,2024-12-24,US00,US01,10,1,USW1,C00054,P00001,2,EA,6.55,0.05,12.44,0.07,13.31,USD,Delivered
7000002967,919,2024-05-27,2024-05-28,US00,US01,10,2,USE1,C00039,P00015,4,EA,11.16,0.03,43.3,0.09,47.2,USD,Delivered
7000002967,920,2024-12-30,2024-12-30,US00,US01,20,1,USE1,C00004,P00007,5,EA,6.82,0.05,32.4,0.05,34.02,USD,Billed
7000002967,921,2024-12-29,2025-01-02,US00,US01,20,1,USC1,C00044,P00004,15,EA,3.99,0.13,52.07,0.065,55.45,USD,Open
7000002968,922,2025-10-13,2025-10-17,US00,US01,20,2,USC1,C00038,P00012,3,EA,11.35,0.06,32.01,0.065,34.09,USD,Billed
7000002968,923,2025-02-05,2025-02-06,US00,US01,20,1,USE1,C00035,P00001,2,EA,6.55,0.0,13.1,0.09,14.28,USD,Billed
7000002968,924,2025-08-28,2025-08-31,US00,US01,20,1,USE1,C00001,P00008,5,EA,7.1,0.13,30.88,0.09,33.66,USD,Open
7000002969,925,2025-05-06,2025-05-09,US00,US01,10,1,USW1,C00026,P00015,6,EA,11.16,0.02,65.62,0.07,70.21,USD,Billed
7000002969,926,2024-08-16,2024-08-19,US00,US01,20,1,USW1,C00023,P00015,10,EA,11.16,0.09,101.56,0.07,108.67,USD,Delivered
7000002969,927,2025-07-28,2025-07-31,US00,US01,10,2,USC1,C00072,P00009,8,EA,3.2,0.11,22.78,0.09,24.83,USD,Open
7000002970,928,2025-06-20,2025-06-23,US00,US01,20,2,USC1,C00006,P00001,6,EA,6.55,0.03,38.12,0.07,40.79,USD,Delivered
7000002970,929,2024-09-24,2024-09-25,US00,US01,20,1,USC1,C00043,P00008,4,EA,7.1,0.06,26.7,0.07,28.57,USD,Open
7000002970,930,2025-02-08,2025-02-08,US00,US01,10,2,USE1,C00073,P00014,5,EA,7.66,0.13,33.32,0.065,35.49,USD,Open
7000002971,931,2024-01-11,2024-01-11,US00,US01,10,1,USC1,C00058,P00012,3,EA,11.35,0.05,32.35,0.07,34.61,USD,Delivered
7000002971,932,2024-11-15,2024-11-19,US00,US01,10,1,USC1,C00027,P00011,8,EA,9.57,0.1,68.9,0.07,73.72,USD,Billed
7000002971,933,2024-05-05,2024-05-06,US00,US01,10,2,USW1,C00031,P00013,20,EA,10.86,0.08,199.82,0.09,217.8,USD,Open
7000002972,934,2024-11-01,2024-11-02,US00,US01,20,1,USE1,C00057,P00002,8,EA,1.57,0.06,11.81,0.05,12.4,USD,Delivered
7000002972,935,2025-05-25,2025-05-29,US00,US01,20,1,USW1,C00043,P00008,4,EA,7.1,0.04,27.26,0.09,29.71,USD,Delivered
7000002972,936,2024-03-29,2024-04-02,US00,US01,20,1,USC1,C00025,P00015,6,EA,11.16,0.06,62.94,0.09,68.6,USD,Billed
7000002973,937,2024-12-20,2024-12-20,US00,US01,10,2,USC1,C00005,P00014,15,EA,7.66,0.03,111.45,0.09,121.48,USD,Delivered
7000002973,938,2025-09-19,2025-09-20,US00,US01,10,1,USE1,C00042,P00009,3,EA,3.2,0.02,9.41,0.08,10.16,USD,Open
7000002973,939,2024-12-17,2024-12-20,US00,US01,20,2,USE1,C00004,P00005,3,EA,8.36,0.07,23.32,0.065,24.84,USD,Billed
7000002974,940,2024-01-14,2024-01-15,US00,US01,20,2,USC1,C00020,P00002,6,EA,1.57,0.0,9.42,0.05,9.89,USD,Delivered
7000002974,941,2024-09-13,2024-09-15,US00,US01,20,1,USC1,C00040,P00010,5,EA,11.67,0.05,55.43,0.09,60.42,USD,Billed
7000002974,942,2024-07-27,2024-07-27,US00,US01,20,1,USE1,C00059,P00015,2,EA,11.16,0.07,20.76,0.07,22.21,USD,Open
7000002975,943,2024-10-07,2024-10-08,US00,US01,20,1,USW1,C00003,P00003,5,EA,11.02,0.09,50.14,0.09,54.65,USD,Billed
7000002975,944,2025-03-18,2025-03-21,US00,US01,10,1,USE1,C00041,P00013,8,EA,10.86,0.07,80.8,0.05,84.84,USD,Delivered
7000002975,945,2025-01-23,2025-01-23,US00,US01,20,1,USE1,C00050,P00007,15,EA,6.82,0.12,90.02,0.05,94.52,USD,Billed
7000002976,946,2025-09-08,2025-09-11,US00,US01,20,2,USC1,C00036,P00003,6,EA,11.02,0.1,59.51,0.09,64.87,USD,Delivered
7000002976,947,2025-04-27,2025-04-28,US00,US01,10,2,USC1,C00014,P00010,2,EA,11.67,0.0,23.34,0.065,24.86,USD,Billed
7000002976,948,2024-05-26,2024-05-29,US00,US01,20,2,USE1,C00002,P00005,3,EA,8.36,0.07,23.32,0.09,25.42,USD,Open
7000002977,949,2024-10-05,2024-10-08,US00,US01,20,1,USW1,C00042,P00001,1,EA,6.55,0.05,6.22,0.065,6.62,USD,Open
7000002977,950,2025-06-04,2025-06-06,US00,US01,20,2,USE1,C00056,P00013,8,EA,10.86,0.12,76.45,0.05,80.27,USD,Billed
7000002977,951,2025-09-21,2025-09-23,US00,US01,20,1,USE1,C00073,P00011,2,EA,9.57,0.16,16.08,0.09,17.53,USD,Billed
7000002978,952,2025-08-28,2025-08-28,US00,US01,10,1,USW1,C00079,P00005,4,EA,8.36,0.07,31.1,0.065,33.12,USD,Billed
7000002978,953,2025-03-09,2025-03-10,US00,US01,10,2,USW1,C00076,P00007,2,EA,6.82,0.06,12.82,0.07,13.72,USD,Billed
7000002978,954,2024-05-23,2024-05-27,US00,US01,20,1,USE1,C00015,P00012,5,EA,11.35,0.07,52.78,0.05,55.42,USD,Open
7000002979,955,2024-10-15,2024-10-17,US00,US01,20,2,USE1,C00005,P00002,20,EA,1.57,0.07,29.2,0.09,31.83,USD,Delivered
7000002979,956,2025-01-20,2025-01-22,US00,US01,10,1,USW1,C00053,P00014,1,EA,7.66,0.15,6.51,0.05,6.84,USD,Open
7000002979,957,2024-01-14,2024-01-15,US00,US01,10,1,USE1,C00073,P00003,10,EA,11.02,0.16,92.57,0.07,99.05,USD,Billed
7000002980,958,2024-09-13,2024-09-17,US00,US01,10,1,USC1,C00009,P00011,2,EA,9.57,0.1,17.23,0.065,18.35,USD,Billed
7000002980,959,2024-12-11,2024-12-13,US00,US01,20,2,USW1,C00016,P00005,2,EA,8.36,0.09,15.22,0.08,16.44,USD,Open
7000002980,960,2024-12-10,2024-12-11,US00,US01,10,1,USE1,C00050,P00011,1,EA,9.57,0.05,9.09,0.08,9.82,USD,Delivered
7000002981,961,2025-02-03,2025-02-04,US00,US01,20,1,USW1,C00025,P00014,12,EA,7.66,0.04,88.24,0.08,95.3,USD,Billed
7000002981,962,2024-07-25,2024-07-25,US00,US01,20,1,USE1,C00040,P00003,3,EA,11.02,0.15,28.1,0.07,30.07,USD,Delivered
7000002981,963,2024-06-20,2024-06-23,US00,US01,20,1,USW1,C00003,P00014,1,EA,7.66,0.01,7.58,0.08,8.19,USD,Billed
7000002982,964,2025-04-08,2025-04-10,US00,US01,10,2,USC1,C00066,P00012,2,EA,11.35,0.13,19.75,0.09,21.53,USD,Delivered
7000002982,965,2024-09-26,2024-09-27,US00,US01,20,1,USC1,C00048,P00013,2,EA,10.86,0.06,20.42,0.05,21.44,USD,Delivered
7000002982,966,2024-08-08,2024-08-09,US00,US01,10,2,USE1,C00009,P00003,2,EA,11.02,0.05,20.94,0.08,22.62,USD,Open
7000002983,967,2024-05-31,2024-05-31,US00,US01,10,1,USE1,C00058,P00013,2,EA,10.86,0.09,19.77,0.08,21.35,USD,Delivered
7000002983,968,2025-09-14,2025-09-15,US00,US01,10,2,USW1,C00065,P00009,6,EA,3.2,0.04,18.43,0.08,19.9,USD,Billed
7000002983,969,2024-07-01,2024-07-03,US00,US01,10,2,USC1,C00007,P00007,6,EA,6.82,0.04,39.28,0.07,42.03,USD,Open
7000002984,970,2025-02-02,2025-02-03,US00,US01,10,2,USW1,C00074,P00012,15,EA,11.35,0.02,166.84,0.09,181.86,USD,Open
7000002984,971,2024-03-12,2024-03-13,US00,US01,20,2,USC1,C00012,P00015,20,EA,11.16,0.07,207.58,0.09,226.26,USD,Open
7000002984,972,2025-02-21,2025-02-21,US00,US01,20,2,USE1,C00022,P00013,1,EA,10.86,0.05,10.32,0.09,11.25,USD,Delivered
7000002985,973,2024-10-09,2024-10-11,US00,US01,10,1,USW1,C00041,P00002,3,EA,1.57,0.13,4.1,0.065,4.37,USD,Billed
7000002985,974,2024-03-14,2024-03-16,US00,US01,20,1,USW1,C00017,P00005,4,EA,8.36,0.1,30.1,0.09,32.81,USD,Delivered
7000002985,975,2024-12-20,2024-12-20,US00,US01,10,1,USE1,C00062,P00003,5,EA,11.02,0.14,47.39,0.065,50.47,USD,Billed
7000002986,976,2025-05-11,2025-05-11,US00,US01,20,1,USW1,C00080,P00015,20,EA,11.16,0.08,205.34,0.05,215.61,USD,Open
7000002986,977,2024-11-23,2024-11-26,US00,US01,20,1,USE1,C00014,P00004,6,EA,3.99,0.06,22.5,0.065,23.96,USD,Open
7000002986,978,2025-06-18,2025-06-21,US00,US01,10,1,USE1,C00043,P00010,2,EA,11.67,0.11,20.77,0.08,22.43,USD,Open
7000002987,979,2025-08-02,2025-08-02,US00,US01,10,2,USE1,C00047,P00009,8,EA,3.2,0.04,24.58,0.08,26.55,USD,Billed
7000002987,980,2025-03-22,2025-03-26,US00,US01,10,2,USE1,C00028,P00008,1,EA,7.1,0.0,7.1,0.05,7.46,USD,Billed
7000002987,981,2025-01-07,2025-01-10,US00,US01,10,1,USE1,C00003,P00009,3,EA,3.2,0.1,8.64,0.05,9.07,USD,Billed
7000002988,982,2024-12-27,2024-12-28,US00,US01,20,2,USE1,C00037,P00003,6,EA,11.02,0.1,59.51,0.08,64.27,USD,Billed
7000002988,983,2024-04-02,2024-04-04,US00,US01,20,2,USC1,C00037,P00002,15,EA,1.57,0.14,20.25,0.065,21.57,USD,Delivered
7000002988,984,2024-11-16,2024-11-18,US00,US01,20,1,USC1,C00004,P00013,1,EA,10.86,0.11,9.67,0.07,10.35,USD,Billed
7000002989,985,2024-11-19,2024-11-20,US00,US01,10,1,USW1,C00062,P00015,20,EA,11.16,0.14,191.95,0.08,207.31,USD,Billed
7000002989,986,2025-01-18,2025-01-18,US00,US01,20,2,USC1,C00040,P00011,10,EA,9.57,0.04,91.87,0.09,100.14,USD,Delivered
7000002989,987,2025-07-28,2025-07-29,US00,US01,20,1,USW1,C00061,P00008,8,EA,7.1,0.02,55.66,0.09,60.67,USD,Open
7000002990,988,2024-12-11,2024-12-11,US00,US01,20,1,USE1,C00076,P00001,12,EA,6.55,0.06,73.88,0.08,79.79,USD,Billed
7000002990,989,2024-04-12,2024-04-16,US00,US01,20,2,USW1,C00045,P00003,3,EA,11.02,0.09,30.08,0.05,31.58,USD,Delivered
7000002990,990,2024-08-02,2024-08-05,US00,US01,20,1,USC1,C00080,P00008,6,EA,7.1,0.1,38.34,0.08,41.41,USD,Open
7000002991,991,2024-07-10,2024-07-12,US00,US01,10,2,USC1,C00052,P00012,12,EA,11.35,0.09,123.94,0.065,132.0,USD,Billed
7000002991,992,2024-07-12,2024-07-12,US00,US01,10,1,USC1,C00006,P00010,15,EA,11.67,0.08,161.05,0.08,173.93,USD,Open
7000002991,993,2025-01-14,2025-01-16,US00,US01,10,2,USC1,C00064,P00012,20,EA,11.35,0.11,202.03,0.07,216.17,USD,Billed
7000002992,994,2025-02-06,2025-02-09,US00,US01,10,1,USE1,C00017,P00011,2,EA,9.57,0.02,18.76,0.05,19.7,USD,Open
7000002992,995,2025-08-22,2025-08-25,US00,US01,10,1,USC1,C00002,P00006,4,EA,4.57,0.11,16.27,0.07,17.41,USD,Open
7000002992,996,2024-01-11,2024-01-12,US00,US01,10,1,USE1,C00073,P00012,10,EA,11.35,0.02,111.23,0.065,118.46,USD,Delivered
7000002993,997,2024-07-05,2024-07-09,US00,US01,10,1,USE1,C00011,P00001,4,EA,6.55,0.1,23.58,0.07,25.23,USD,Open
7000002993,998,2024-01-15,2024-01-18,US00,US01,20,2,USW1,C00010,P00006,2,EA,4.57,0.1,8.23,0.08,8.89,USD,Delivered
7000002993,999,2024-10-23,2024-10-23,US00,US01,20,1,USW1,C00040,P00013,12,EA,10.86,0.0,130.32,0.08,140.75,USD,Billed
7000002994,1000,2025-02-14,2025-02-17,US00,US01,20,1,USE1,C00015,P00006,3,EA,4.57,0.07,12.75,0.09,13.9,USD,Billed
7000002994,1001,2025-08-07,2025-08-08,US00,US01,20,1,USE1,C00048,P00013,3,EA,10.86,0.02,31.93,0.08,34.48,USD,Delivered
7000002994,1002,2024-02-21,2024-02-24,US00,US01,20,1,USW1,C00008,P00012,4,EA,11.35,0.15,38.59,0.065,41.1,USD,Delivered
7000002995,1003,2025-10-01,2025-10-01,US00,US01,20,1,USE1,C00048,P00010,5,EA,11.67,0.08,53.68,0.09,58.51,USD,Open
7000002995,1004,2024-01-28,2024-02-01,US00,US01,10,2,USE1,C00039,P00001,1,EA,6.55,0.11,5.83,0.065,6.21,USD,Delivered
7000002995,1005,2025-07-30,2025-08-02,US00,US01,20,2,USC1,C00039,P00009,4,EA,3.2,0.1,11.52,0.07,12.33,USD,Delivered
7000002996,1006,2024-01-17,2024-01-19,US00,US01,10,2,USW1,C00027,P00009,2,EA,3.2,0.13,5.57,0.08,6.02,USD,Delivered
7000002996,1007,2024-12-16,2024-12-19,US00,US01,20,1,USC1,C00071,P00004,5,EA,3.99,0.08,18.35,0.08,19.82,USD,Delivered
7000002996,1008,2025-03-03,2025-03-06,US00,US01,20,1,USE1,C00003,P00013,3,EA,10.86,0.1,29.32,0.07,31.37,USD,Open
7000002997,10,2025-10-11,2025-10-14,US00,US01,20,2,USE1,C00068,P00001,8,EA,6.55,0.15,44.54,0.07,47.66,USD,Billed
7000002997,11,2024-08-16,2024-08-20,US00,US01,20,2,USE1,C00020,P00010,2,EA,11.67,0.03,22.64,0.08,24.45,USD,Open
7000002997,12,2024-07-28,2024-07-30,US00,US01,20,1,USW1,C00040,P00014,20,EA,7.66,0.04,147.07,0.065,156.63,USD,Open
7000002998,13,2025-03-06,2025-03-09,US00,US01,20,2,USC1,C00055,P00005,15,EA,8.36,0.1,112.86,0.05,118.5,USD,Open
